고객세그먼트,제품대분류,제품소분류,지역,매출액,수량,할인율,이익
Corporate,Office Supplies,Fasteners,West,17.9,5.0,0.0,8.771
Consumer,Office Supplies,Binders,West,91.392,8.0,0.2,29.7024
Consumer,Technology,Accessories,East,19.04,4.0,0.2,-1.428
Consumer,Office Supplies,Paper,West,37.44,6.0,0.0,16.848
Consumer,Technology,Phones,East,285.576,4.0,0.4,-57.1152
Consumer,Office Supplies,Binders,West,26.032,2.0,0.2,9.4366
Corporate,Office Supplies,Appliances,East,35.91,3.0,0.0,9.6957
Corporate,Office Supplies,Paper,Central,75.88,2.0,0.0,35.6636
Consumer,Office Supplies,Art,South,54.66,6.0,0.0,18.0378
Consumer,Office Supplies,Storage,South,67.344,6.0,0.2,7.5762
Consumer,Technology,Machines,South,2624.985,3.0,0.5,-944.9946
Consumer,Technology,Machines,Central,399.54,2.0,0.4,-79.908
Corporate,Office Supplies,Binders,Central,53.9,5.0,0.0,25.872
Corporate,Office Supplies,Paper,Central,144.12,3.0,0.0,69.1776
Consumer,Office Supplies,Paper,South,15.552,3.0,0.2,5.6376
Consumer,Furniture,Furnishings,South,18.69,7.0,0.0,7.1022
Consumer,Technology,Machines,South,209.97,3.0,0.0,90.2871
Home Office,Office Supplies,Binders,West,112.12,5.0,0.2,42.045
Home Office,Office Supplies,Storage,West,1575.14,7.0,0.0,204.7682
Consumer,Office Supplies,Art,South,12.672,9.0,0.2,1.4256
Corporate,Office Supplies,Paper,East,23.92,5.0,0.2,8.671
Consumer,Office Supplies,Storage,West,17.94,3.0,0.0,3.0498
Consumer,Office Supplies,Binders,East,9.84,2.0,0.0,4.7232
Consumer,Office Supplies,Labels,Central,18.9,3.0,0.0,8.694
Consumer,Office Supplies,Paper,Central,17.61,3.0,0.0,8.4528
Home Office,Office Supplies,Art,West,12.74,7.0,0.0,5.733
Home Office,Office Supplies,Art,West,8.82,3.0,0.0,2.3814
Home Office,Furniture,Chairs,West,120.784,1.0,0.2,-13.5882
Consumer,Office Supplies,Paper,South,239.5,5.0,0.0,114.96
Consumer,Office Supplies,Binders,Central,9.762,3.0,0.8,-15.1311
Corporate,Office Supplies,Fasteners,East,5.92,4.0,0.0,2.8416
Consumer,Technology,Accessories,Central,55.2,1.0,0.2,-2.07
Consumer,Office Supplies,Fasteners,West,3.024,3.0,0.2,-0.6048
Home Office,Technology,Phones,East,119.02,2.0,0.0,33.3256
Consumer,Office Supplies,Storage,West,41.88,6.0,0.0,0.8376
Consumer,Technology,Phones,West,471.92,2.0,0.2,29.495
Corporate,Furniture,Tables,East,637.896,3.0,0.3,-127.5792
Consumer,Technology,Accessories,West,139.93,7.0,0.0,34.9825
Consumer,Technology,Accessories,East,47.984,2.0,0.2,0.5998
Consumer,Office Supplies,Binders,East,26.064,6.0,0.7,-19.9824
Corporate,Office Supplies,Paper,Central,15.696,3.0,0.2,5.1012
Corporate,Office Supplies,Labels,Central,5.904,2.0,0.2,1.9926
Corporate,Office Supplies,Paper,West,419.4,5.0,0.2,146.79
Consumer,Office Supplies,Storage,East,22.58,2.0,0.0,5.8708
Consumer,Office Supplies,Labels,East,16.52,4.0,0.0,7.5992
Consumer,Office Supplies,Binders,Central,6.08,1.0,0.8,-10.336
Corporate,Technology,Accessories,West,169.064,7.0,0.2,-14.7931
Corporate,Office Supplies,Storage,West,168.624,9.0,0.2,14.7546
Corporate,Office Supplies,Paper,East,19.44,3.0,0.0,9.3312
Consumer,Office Supplies,Storage,West,31.92,4.0,0.0,8.2992
Home Office,Office Supplies,Paper,West,164.88,3.0,0.0,80.7912
Corporate,Office Supplies,Binders,East,55.008,3.0,0.2,17.19
Consumer,Office Supplies,Appliances,Central,58.924,1.0,0.8,-153.2024
Consumer,Office Supplies,Storage,West,48.86,7.0,0.0,0.9772
Consumer,Office Supplies,Binders,South,14.2,2.0,0.0,6.532
Consumer,Office Supplies,Paper,South,12.96,2.0,0.0,6.2208
Home Office,Technology,Accessories,East,55.176,3.0,0.2,15.8631
Home Office,Office Supplies,Art,West,56.3,2.0,0.0,15.764
Corporate,Technology,Phones,South,629.95,5.0,0.0,163.787
Corporate,Office Supplies,Paper,South,122.97,3.0,0.0,60.2553
Consumer,Office Supplies,Paper,West,46.35,5.0,0.0,21.7845
Home Office,Technology,Accessories,South,799.92,10.0,0.2,239.976
Consumer,Office Supplies,Paper,West,35.88,6.0,0.0,17.5812
Home Office,Technology,Accessories,East,1687.8,4.0,0.0,742.632
Home Office,Office Supplies,Paper,East,17.04,3.0,0.0,7.668
Home Office,Office Supplies,Storage,East,344.91,3.0,0.0,10.3473
Corporate,Furniture,Bookcases,East,81.94,1.0,0.0,20.485
Corporate,Office Supplies,Fasteners,West,22.55,5.0,0.0,8.7945
Consumer,Office Supplies,Binders,West,5.872,2.0,0.2,2.1286
Corporate,Office Supplies,Binders,Central,1.996,1.0,0.8,-3.2934
Corporate,Office Supplies,Storage,Central,8.928,2.0,0.2,0.6696
Corporate,Office Supplies,Paper,Central,9.99,1.0,0.0,4.4955
Consumer,Technology,Copiers,East,10499.97,3.0,0.0,5039.9856
Consumer,Office Supplies,Binders,West,14.256,3.0,0.2,4.455
Home Office,Technology,Accessories,South,431.976,3.0,0.2,-75.5958
Corporate,Technology,Phones,West,304.776,3.0,0.2,22.8582
Home Office,Office Supplies,Storage,Central,67.4,5.0,0.0,17.524
Consumer,Office Supplies,Paper,Central,10.56,2.0,0.0,4.752
Corporate,Technology,Accessories,West,189.95,5.0,0.0,45.588
Consumer,Furniture,Bookcases,South,504.9,5.0,0.0,126.225
Home Office,Office Supplies,Binders,South,108.08,7.0,0.0,54.04
Consumer,Office Supplies,Paper,West,45.36,7.0,0.0,21.7728
Consumer,Furniture,Chairs,South,701.96,2.0,0.0,168.4704
Consumer,Office Supplies,Paper,Central,56.704,2.0,0.2,19.1376
Consumer,Technology,Accessories,West,17.9,2.0,0.0,3.401
Consumer,Office Supplies,Art,East,49.25,5.0,0.0,18.715
Consumer,Furniture,Chairs,East,449.372,2.0,0.3,-12.8392
Corporate,Office Supplies,Binders,West,81.792,6.0,0.2,26.5824
Consumer,Technology,Accessories,West,1049.44,8.0,0.0,440.7648
Consumer,Furniture,Furnishings,East,17.67,3.0,0.0,7.7748
Consumer,Office Supplies,Binders,East,13.194,2.0,0.7,-8.796
Consumer,Furniture,Tables,East,385.686,1.0,0.3,-60.6078
Home Office,Furniture,Tables,Central,257.94,3.0,0.0,67.0644
Consumer,Office Supplies,Paper,South,9.42,3.0,0.0,4.239
Corporate,Office Supplies,Labels,South,5.04,1.0,0.2,1.638
Consumer,Office Supplies,Paper,South,24.56,2.0,0.0,11.5432
Consumer,Office Supplies,Binders,Central,128.4,3.0,0.0,64.2
Consumer,Office Supplies,Envelopes,East,62.28,4.0,0.0,29.2716
Corporate,Office Supplies,Labels,West,9.24,3.0,0.0,4.4352
Corporate,Furniture,Bookcases,West,482.664,8.0,0.15,85.176
Consumer,Office Supplies,Paper,Central,83.84,8.0,0.2,30.392
Consumer,Office Supplies,Paper,West,37.94,2.0,0.0,18.2112
Consumer,Office Supplies,Binders,West,18.288,6.0,0.2,6.6294
Home Office,Technology,Phones,West,4158.912,8.0,0.2,363.9048
Consumer,Office Supplies,Storage,West,102.96,2.0,0.0,1.0296
Corporate,Technology,Phones,East,128.85,3.0,0.0,3.8655
Corporate,Technology,Phones,South,244.768,4.0,0.2,24.4768
Corporate,Furniture,Furnishings,Central,94.428,3.0,0.6,-42.4926
Home Office,Technology,Accessories,West,67.96,5.0,0.2,0.8495
Consumer,Technology,Phones,West,445.96,5.0,0.2,55.745
Consumer,Office Supplies,Binders,West,89.712,6.0,0.2,30.2778
Corporate,Furniture,Furnishings,Central,332.028,9.0,0.6,-348.6294
Consumer,Office Supplies,Art,South,30.976,8.0,0.2,5.0336
Corporate,Office Supplies,Paper,Central,15.552,3.0,0.2,5.6376
Corporate,Office Supplies,Paper,Central,31.104,6.0,0.2,11.2752
Corporate,Office Supplies,Storage,South,194.7,5.0,0.0,9.735
Home Office,Office Supplies,Paper,East,11.352,3.0,0.2,4.1151
Home Office,Office Supplies,Labels,East,20.808,9.0,0.2,7.0227
Home Office,Office Supplies,Binders,Central,11.416,4.0,0.8,-18.8364
Corporate,Office Supplies,Art,East,9.408,7.0,0.2,0.7056
Consumer,Technology,Accessories,South,95.976,3.0,0.2,15.5961
Consumer,Technology,Accessories,West,252.8,4.0,0.2,-31.6
Home Office,Office Supplies,Appliances,West,43.92,4.0,0.0,11.8584
Home Office,Office Supplies,Binders,West,20.232,3.0,0.2,6.5754
Consumer,Office Supplies,Paper,Central,76.864,2.0,0.2,26.9024
Home Office,Office Supplies,Paper,West,123.92,4.0,0.0,55.764
Corporate,Technology,Accessories,West,66.3,3.0,0.0,8.619
Consumer,Office Supplies,Appliances,East,8.74,2.0,0.0,2.2724
Corporate,Furniture,Furnishings,South,39.92,4.0,0.0,11.1776
Home Office,Furniture,Furnishings,East,20.9,5.0,0.0,7.524
Consumer,Office Supplies,Binders,East,88.08,6.0,0.0,40.5168
Consumer,Furniture,Chairs,East,751.92,4.0,0.0,150.384
Consumer,Office Supplies,Appliances,West,241.44,3.0,0.0,72.432
Consumer,Office Supplies,Appliances,South,154.9,5.0,0.0,40.274
Consumer,Office Supplies,Art,South,10.688,2.0,0.2,2.2712
Consumer,Office Supplies,Paper,Central,106.32,3.0,0.0,49.9704
Corporate,Office Supplies,Binders,West,5083.96,5.0,0.2,1906.485
Consumer,Office Supplies,Storage,South,826.0,5.0,0.0,214.76
Consumer,Furniture,Furnishings,Central,10.476,3.0,0.6,-6.8094
Corporate,Office Supplies,Binders,West,9.762,2.0,0.7,-6.8334
Corporate,Furniture,Chairs,West,196.784,2.0,0.2,-22.1382
Consumer,Office Supplies,Paper,East,167.94,3.0,0.0,82.2906
Corporate,Office Supplies,Art,Central,209.94,6.0,0.0,54.5844
Consumer,Office Supplies,Appliances,Central,137.62,2.0,0.0,60.5528
Consumer,Furniture,Chairs,South,191.96,2.0,0.0,51.8292
Consumer,Office Supplies,Binders,East,11.673,3.0,0.7,-7.782
Corporate,Office Supplies,Paper,West,8.0,2.0,0.0,3.84
Corporate,Technology,Phones,East,824.97,3.0,0.0,214.4922
Consumer,Furniture,Bookcases,Central,956.6648,7.0,0.32,-225.0976
Consumer,Office Supplies,Binders,Central,12.588,3.0,0.8,-20.1408
Consumer,Technology,Accessories,Central,171.96,5.0,0.2,45.1395
Consumer,Furniture,Tables,West,871.4,4.0,0.0,148.138
Corporate,Furniture,Furnishings,South,692.472,11.0,0.2,190.4298
Consumer,Office Supplies,Binders,West,946.764,6.0,0.7,-694.2936
Consumer,Technology,Phones,West,71.928,9.0,0.2,6.2937
Consumer,Furniture,Chairs,Central,85.246,2.0,0.3,-6.089
Corporate,Office Supplies,Binders,West,3.592,1.0,0.2,1.1225
Corporate,Furniture,Furnishings,South,20.016,3.0,0.2,5.5044
Corporate,Technology,Phones,West,167.976,3.0,0.2,10.4985
Corporate,Technology,Machines,East,9099.93,7.0,0.0,2365.9818
Consumer,Office Supplies,Paper,West,32.4,5.0,0.0,15.552
Consumer,Office Supplies,Storage,West,146.352,3.0,0.2,-32.9292
Home Office,Office Supplies,Paper,East,11.36,2.0,0.0,5.2256
Consumer,Office Supplies,Labels,Central,7.5,2.0,0.0,3.6
Corporate,Furniture,Furnishings,East,50.97,3.0,0.0,9.1746
Consumer,Office Supplies,Binders,Central,1103.97,3.0,0.0,496.7865
Corporate,Furniture,Chairs,West,582.336,8.0,0.2,-29.1168
Corporate,Office Supplies,Labels,Central,11.696,2.0,0.2,3.9474
Corporate,Technology,Copiers,Central,439.992,1.0,0.2,164.997
Home Office,Office Supplies,Paper,West,12.96,2.0,0.0,6.2208
Consumer,Furniture,Chairs,Central,191.079,3.0,0.3,-38.2158
Corporate,Office Supplies,Paper,Central,14.088,3.0,0.2,4.9308
Consumer,Office Supplies,Art,Central,43.92,3.0,0.0,12.7368
Consumer,Office Supplies,Storage,South,73.36,7.0,0.0,19.8072
Home Office,Office Supplies,Appliances,West,189.0,1.0,0.0,68.04
Consumer,Technology,Phones,East,53.982,3.0,0.4,-10.7964
Corporate,Furniture,Tables,West,177.225,5.0,0.5,-120.513
Consumer,Furniture,Furnishings,West,129.39,3.0,0.0,54.3438
Consumer,Office Supplies,Paper,Central,182.112,6.0,0.2,61.4628
Consumer,Technology,Phones,South,4367.896,13.0,0.2,327.5922
Corporate,Office Supplies,Storage,East,1085.42,7.0,0.0,282.2092
Consumer,Office Supplies,Appliances,South,161.376,6.0,0.2,12.1032
Consumer,Furniture,Furnishings,South,2.784,2.0,0.2,0.4176
Corporate,Furniture,Tables,Central,1568.61,9.0,0.0,329.4081
Home Office,Office Supplies,Art,East,3.912,1.0,0.2,1.0269
Home Office,Technology,Accessories,South,45.408,2.0,0.2,11.9196
Consumer,Office Supplies,Art,Central,13.04,5.0,0.2,3.912
Corporate,Furniture,Furnishings,Central,99.95,5.0,0.0,22.9885
Corporate,Furniture,Furnishings,West,65.94,3.0,0.0,22.4196
Corporate,Office Supplies,Binders,West,33.568,2.0,0.2,11.7488
Consumer,Technology,Phones,West,666.344,7.0,0.2,66.6344
Consumer,Furniture,Tables,West,573.728,4.0,0.2,-64.5444
Corporate,Furniture,Tables,South,876.3,10.0,0.4,-292.1
Consumer,Office Supplies,Paper,West,19.44,3.0,0.0,9.3312
Home Office,Office Supplies,Storage,West,15.51,1.0,0.0,4.3428
Consumer,Furniture,Tables,West,902.712,3.0,0.2,33.8517
Consumer,Office Supplies,Art,West,20.96,2.0,0.0,5.24
Consumer,Office Supplies,Binders,West,88.752,3.0,0.2,27.735
Consumer,Furniture,Chairs,South,258.75,3.0,0.0,77.625
Consumer,Office Supplies,Envelopes,West,167.86,2.0,0.0,78.8942
Consumer,Furniture,Furnishings,South,82.38,6.0,0.0,25.5378
Consumer,Technology,Phones,West,23.976,3.0,0.2,-5.6943
Corporate,Furniture,Furnishings,East,47.4,5.0,0.0,18.96
Consumer,Office Supplies,Binders,East,14.952,2.0,0.7,-11.9616
Consumer,Technology,Phones,East,323.982,3.0,0.4,-80.9955
Corporate,Furniture,Tables,West,35.445,1.0,0.5,-24.1026
Corporate,Technology,Phones,West,195.96,5.0,0.2,19.596
Consumer,Technology,Accessories,East,71.976,3.0,0.2,0.8997
Consumer,Office Supplies,Art,East,55.984,2.0,0.2,4.1988
Corporate,Office Supplies,Paper,East,18.0,5.0,0.0,8.28
Consumer,Office Supplies,Paper,East,42.93,9.0,0.0,19.3185
Consumer,Office Supplies,Paper,South,15.552,3.0,0.2,5.4432
Corporate,Furniture,Tables,East,384.768,2.0,0.4,-115.4304
Consumer,Furniture,Chairs,West,572.16,3.0,0.2,35.76
Consumer,Furniture,Bookcases,East,523.92,5.0,0.2,-26.196
Corporate,Office Supplies,Binders,West,13.92,3.0,0.2,4.872
Consumer,Office Supplies,Envelopes,South,27.312,2.0,0.2,9.2178
Consumer,Office Supplies,Envelopes,West,7.92,1.0,0.2,2.772
Consumer,Furniture,Furnishings,West,14.368,2.0,0.2,3.9512
Home Office,Office Supplies,Paper,Central,167.94,3.0,0.0,82.2906
Home Office,Office Supplies,Paper,West,113.82,3.0,0.0,53.4954
Consumer,Furniture,Furnishings,South,337.088,4.0,0.2,16.8544
Consumer,Office Supplies,Paper,East,49.12,4.0,0.0,23.0864
Consumer,Office Supplies,Storage,South,544.38,3.0,0.0,157.8702
Home Office,Office Supplies,Paper,Central,45.36,7.0,0.0,21.7728
Consumer,Office Supplies,Labels,West,7.38,2.0,0.0,3.4686
Consumer,Technology,Accessories,West,99.54,2.0,0.0,10.9494
Consumer,Office Supplies,Binders,Central,51.9,3.0,0.0,24.393
Consumer,Furniture,Chairs,East,631.782,2.0,0.1,140.396
Consumer,Furniture,Furnishings,East,60.72,3.0,0.0,26.1096
Consumer,Office Supplies,Binders,West,20.724,2.0,0.7,-15.1976
Consumer,Office Supplies,Binders,West,67.86,6.0,0.7,-45.24
Consumer,Office Supplies,Storage,East,16.768,2.0,0.2,1.4672
Home Office,Office Supplies,Appliances,West,106.96,2.0,0.0,31.0184
Consumer,Technology,Accessories,West,595.0,5.0,0.0,95.2
Home Office,Technology,Phones,Central,449.97,3.0,0.0,220.4853
Consumer,Office Supplies,Paper,Central,30.528,8.0,0.2,9.54
Consumer,Office Supplies,Paper,West,6.368,2.0,0.2,2.388
Consumer,Office Supplies,Art,South,36.96,4.0,0.2,12.012
Consumer,Office Supplies,Paper,Central,10.368,2.0,0.2,3.6288
Corporate,Office Supplies,Binders,Central,22.386,7.0,0.8,-35.8176
Consumer,Furniture,Chairs,Central,520.464,2.0,0.3,-14.8704
Corporate,Office Supplies,Paper,East,111.96,2.0,0.0,54.8604
Home Office,Furniture,Furnishings,West,111.0,2.0,0.0,14.43
Consumer,Office Supplies,Art,Central,131.94,3.0,0.0,35.6238
Consumer,Office Supplies,Art,Central,25.92,4.0,0.0,8.2944
Consumer,Office Supplies,Paper,South,71.28,11.0,0.0,34.2144
Consumer,Office Supplies,Labels,East,17.28,6.0,0.0,7.9488
Corporate,Office Supplies,Binders,West,11.232,3.0,0.2,3.9312
Consumer,Office Supplies,Fasteners,Central,10.528,4.0,0.2,3.29
Consumer,Office Supplies,Paper,Central,20.544,6.0,0.2,6.42
Home Office,Office Supplies,Binders,Central,104.9,5.0,0.0,50.352
Consumer,Office Supplies,Binders,South,36.4,8.0,0.0,18.2
Consumer,Furniture,Furnishings,East,40.48,2.0,0.0,17.4064
Consumer,Office Supplies,Binders,West,20.704,4.0,0.2,7.764
Consumer,Technology,Accessories,Central,159.75,5.0,0.0,11.1825
Consumer,Technology,Accessories,East,1071.0,9.0,0.0,171.36
Home Office,Furniture,Furnishings,West,303.25,5.0,0.0,63.6825
Corporate,Technology,Accessories,West,41.94,2.0,0.0,15.0984
Corporate,Office Supplies,Paper,South,31.008,1.0,0.2,11.2404
Home Office,Office Supplies,Envelopes,South,17.48,2.0,0.0,8.2156
Home Office,Office Supplies,Envelopes,South,71.88,2.0,0.0,32.346
Consumer,Office Supplies,Binders,South,40.41,9.0,0.0,18.5886
Consumer,Office Supplies,Binders,West,36.624,3.0,0.2,13.734
Consumer,Office Supplies,Paper,Central,13.76,2.0,0.0,6.3296
Consumer,Furniture,Bookcases,Central,384.944,4.0,0.3,-126.4816
Home Office,Office Supplies,Storage,Central,49.76,4.0,0.0,13.9328
Consumer,Furniture,Bookcases,Central,913.43,5.0,0.3,-52.196
Corporate,Office Supplies,Binders,Central,138.56,4.0,0.0,66.5088
Consumer,Office Supplies,Binders,South,121.104,6.0,0.7,-100.92
Corporate,Furniture,Furnishings,Central,34.504,2.0,0.6,-15.5268
Consumer,Furniture,Bookcases,East,183.968,2.0,0.2,-25.2956
Consumer,Technology,Phones,East,1259.97,3.0,0.0,327.5922
Consumer,Office Supplies,Art,East,68.97,3.0,0.0,19.3116
Consumer,Technology,Copiers,Central,1439.968,4.0,0.2,485.9892
Corporate,Technology,Phones,Central,59.96,5.0,0.2,21.7355
Consumer,Office Supplies,Storage,East,25.984,1.0,0.2,-5.1968
Consumer,Office Supplies,Binders,East,27.36,3.0,0.7,-21.888
Corporate,Technology,Phones,West,361.376,2.0,0.2,27.1032
Consumer,Furniture,Chairs,East,172.186,2.0,0.3,-46.7362
Home Office,Office Supplies,Appliances,West,87.36,6.0,0.0,23.5872
Consumer,Office Supplies,Envelopes,East,199.9,5.0,0.0,89.955
Consumer,Office Supplies,Appliances,East,901.95,3.0,0.0,297.6435
Corporate,Technology,Phones,West,1626.192,9.0,0.2,121.9644
Corporate,Furniture,Furnishings,West,24.64,4.0,0.2,4.004
Consumer,Furniture,Furnishings,West,4.272,2.0,0.2,0.9612
Home Office,Furniture,Furnishings,South,7.04,4.0,0.0,3.0976
Consumer,Office Supplies,Storage,East,38.976,3.0,0.2,-2.436
Consumer,Office Supplies,Binders,Central,4.488,6.0,0.8,-6.732
Home Office,Office Supplies,Storage,West,23.92,4.0,0.0,4.0664
Corporate,Office Supplies,Binders,East,7.752,3.0,0.2,2.8101
Home Office,Office Supplies,Labels,West,5.78,2.0,0.0,2.7166
Consumer,Office Supplies,Fasteners,East,1.24,1.0,0.0,0.5828
Consumer,Office Supplies,Paper,East,19.65,3.0,0.0,9.039
Consumer,Technology,Phones,East,617.97,3.0,0.0,160.6722
Home Office,Office Supplies,Paper,East,49.568,2.0,0.2,15.49
Corporate,Office Supplies,Binders,East,387.99,1.0,0.0,182.3553
Consumer,Office Supplies,Appliances,Central,5.432,2.0,0.8,-13.58
Home Office,Office Supplies,Binders,East,849.95,5.0,0.0,390.977
Consumer,Office Supplies,Binders,Central,478.24,8.0,0.0,219.9904
Consumer,Furniture,Furnishings,East,190.848,3.0,0.2,-21.4704
Home Office,Technology,Accessories,West,35.36,2.0,0.2,-3.094
Consumer,Office Supplies,Supplies,Central,40.92,5.0,0.2,3.069
Consumer,Furniture,Furnishings,West,595.38,6.0,0.0,297.69
Home Office,Office Supplies,Paper,East,40.08,6.0,0.0,19.2384
Consumer,Office Supplies,Storage,East,259.92,5.0,0.2,-25.992
Corporate,Technology,Phones,South,34.75,5.0,0.0,15.6375
Corporate,Office Supplies,Binders,South,113.94,6.0,0.0,54.6912
Corporate,Technology,Phones,South,55.98,2.0,0.0,15.6744
Corporate,Office Supplies,Paper,West,27.18,3.0,0.0,12.231
Consumer,Office Supplies,Storage,South,150.408,9.0,0.2,-33.8418
Consumer,Office Supplies,Art,East,70.95,3.0,0.0,18.447
Corporate,Technology,Phones,West,57.408,6.0,0.2,5.7408
Consumer,Furniture,Tables,East,166.5,2.0,0.4,-66.6
Consumer,Furniture,Furnishings,South,24.1,5.0,0.0,9.158
Consumer,Office Supplies,Binders,East,415.176,3.0,0.2,134.9322
Home Office,Office Supplies,Binders,East,2.043,1.0,0.7,-1.4982
Consumer,Office Supplies,Binders,Central,2.182,1.0,0.8,-3.6003
Consumer,Office Supplies,Art,Central,27.384,7.0,0.2,2.7384
Consumer,Office Supplies,Appliances,Central,26.406,3.0,0.8,-71.2962
Consumer,Office Supplies,Paper,Central,10.368,2.0,0.2,3.6288
Consumer,Office Supplies,Paper,Central,23.68,4.0,0.2,7.4
Consumer,Technology,Accessories,Central,109.95,1.0,0.0,36.2835
Corporate,Office Supplies,Storage,West,104.696,1.0,0.2,6.5435
Home Office,Technology,Phones,East,122.382,3.0,0.4,-24.4764
Corporate,Office Supplies,Envelopes,East,52.512,6.0,0.2,19.692
Home Office,Office Supplies,Envelopes,Central,78.35,5.0,0.0,36.8245
Consumer,Technology,Accessories,South,399.98,2.0,0.0,171.9914
Home Office,Office Supplies,Binders,Central,29.12,4.0,0.0,14.2688
Home Office,Office Supplies,Storage,Central,169.45,5.0,0.0,42.3625
Consumer,Furniture,Furnishings,West,12.56,2.0,0.0,4.0192
Consumer,Office Supplies,Paper,Central,32.4,5.0,0.0,15.552
Consumer,Furniture,Furnishings,West,47.04,4.0,0.0,15.9936
Corporate,Office Supplies,Storage,East,77.24,5.0,0.2,7.724
Consumer,Office Supplies,Envelopes,West,43.96,2.0,0.0,20.6612
Consumer,Technology,Accessories,East,16.776,3.0,0.2,5.0328
Home Office,Office Supplies,Storage,East,43.28,1.0,0.2,3.246
Home Office,Furniture,Chairs,West,129.568,2.0,0.2,-12.9568
Home Office,Office Supplies,Art,Central,21.864,3.0,0.2,3.5529
Consumer,Office Supplies,Art,South,12.264,7.0,0.2,1.0731
Consumer,Office Supplies,Supplies,West,1332.496,2.0,0.2,-299.8116
Home Office,Furniture,Furnishings,West,32.776,1.0,0.2,3.2776
Home Office,Office Supplies,Storage,West,147.184,2.0,0.2,-29.4368
Consumer,Office Supplies,Binders,West,8.608,2.0,0.2,3.0128
Home Office,Office Supplies,Binders,West,76.776,4.0,0.7,-58.8616
Home Office,Office Supplies,Paper,West,14.352,3.0,0.2,5.2026
Consumer,Furniture,Chairs,East,227.96,2.0,0.0,36.4736
Corporate,Office Supplies,Binders,West,2033.584,2.0,0.2,762.594
Home Office,Office Supplies,Art,East,66.03,3.0,0.0,17.1678
Consumer,Furniture,Tables,Central,355.455,3.0,0.5,-184.8366
