carat,cut,color,clarity,depth,table,price,x,y,z
0.71,Very Good,G,SI1,62.8,55,2604,5.68,5.73,3.58
0.32,Ideal,G,VS1,62,56,828,4.41,4.37,2.72
0.45,Ideal,E,SI2,61.5,55,706,4.92,4.97,3.04
0.44,Ideal,G,SI1,62.7,57,772,4.82,4.85,3.03
0.41,Very Good,D,VS2,62.3,58,932,4.75,4.76,2.96
0.78,Very Good,F,SI2,62.2,59,2550,5.89,5.94,3.68
0.41,Premium,G,VS2,61.8,58,1061,4.77,4.75,2.94
0.51,Ideal,G,VS1,61,55,1656,5.11,5.21,3.15
2,Fair,F,I1,66.1,57,6532,7.84,7.7,5.14
2.07,Good,I,VS2,64.1,57,15119,8.07,8,5.15
0.3,Ideal,G,IF,62,56,895,4.3,4.31,2.67
0.4,Premium,F,VS1,62.6,58,1050,4.72,4.68,2.94
1.11,Very Good,F,VVS1,59.7,55,10141,6.77,6.82,4.06
1.5,Fair,F,SI2,65.4,58,7644,7.17,7.1,4.67
0.38,Very Good,E,VS2,60.3,58,866,4.67,4.72,2.83
1.36,Very Good,H,SI2,61.5,58,6279,7.09,7.16,4.38
0.52,Very Good,H,SI1,59.3,59,1175,5.25,5.28,3.12
1.2,Ideal,I,IF,61.5,56,7367,6.79,6.84,4.19
0.91,Ideal,H,SI1,61.9,56,4386,6.17,6.21,3.83
1.25,Premium,F,VS2,60.8,58,9702,6.98,6.93,4.23
1.2,Premium,G,SI2,62.8,62,4387,6.69,6.65,4.19
1.44,Premium,I,I1,62.7,55,4387,7.21,7.18,4.51
2.02,Very Good,J,SI2,63.5,57,11475,7.94,8.02,5.07
0.8,Ideal,G,VS1,61.1,57,4388,5.97,6,3.65
0.96,Premium,D,SI2,59.1,58,4388,6.53,6.44,3.83
0.59,Ideal,D,SI2,62.3,55,1572,5.41,5.38,3.36
1,Very Good,H,SI1,62.2,60,4389,6.34,6.45,3.98
0.3,Very Good,E,SI1,62.9,57,526,4.25,4.3,2.69
2.09,Ideal,G,VS2,61.8,57,17051,8.24,8.17,5.07
0.31,Ideal,I,SI1,60.9,57,414,4.36,4.41,2.67
1,Good,H,SI1,61.2,62,4389,6.32,6.36,3.88
0.91,Very Good,D,SI1,63.5,56,4389,6.13,6.18,3.91
0.58,Very Good,D,VS2,61,58,1750,5.37,5.42,3.29
0.83,Ideal,J,VS2,61.5,57,2241,6.08,6.03,3.72
0.9,Ideal,F,SI1,62.2,55,4390,6.16,6.21,3.85
1,Very Good,E,SI2,63.3,55,4390,6.29,6.25,3.97
1.33,Ideal,J,VS1,61.3,57,5852,7.08,7.11,4.35
0.43,Premium,D,SI1,61.2,60,993,4.84,4.8,2.95
1.31,Ideal,G,VS2,61.9,56,8922,7.05,7.08,4.37
1.51,Very Good,G,VS2,58.7,63,12551,7.45,7.4,4.36
1.03,Ideal,G,SI2,61.7,55,4391,6.48,6.52,4.01
0.4,Ideal,H,VVS2,62.2,56,877,4.7,4.75,2.94
1.21,Premium,J,SI1,62.7,57,4391,6.77,6.72,4.23
0.4,Ideal,E,SI1,63,57,882,4.68,4.65,2.94
0.7,Ideal,E,SI1,62.2,57,2542,5.72,5.67,3.54
0.4,Ideal,E,VVS2,62.1,55,1238,4.76,4.74,2.95
0.4,Very Good,F,VS1,62.5,57,982,4.69,4.72,2.94
0.76,Ideal,F,SI2,61.6,57,2253,5.91,5.85,3.62
1.25,Premium,G,VS1,60,61,8736,7.03,6.92,4.23
0.36,Ideal,D,SI1,62.5,56,663,4.55,4.57,2.85
0.67,Very Good,F,VS2,63.2,60,2171,5.55,5.5,3.49
0.5,Ideal,E,SI1,61.6,57,1316,5.09,5.13,3.15
0.31,Premium,G,VVS1,61.4,58,1046,4.35,4.32,2.66
1.01,Premium,G,SI1,58.8,58,4395,6.59,6.51,3.85
1.01,Premium,G,SI1,62.3,60,4395,6.31,6.25,3.91
0.32,Ideal,F,SI1,60.6,57,604,4.45,4.49,2.71
1.51,Premium,J,VS2,63,57,7455,7.38,7.29,4.62
1.02,Ideal,J,VS2,60.7,57,4397,6.5,6.54,3.96
1,Premium,G,SI1,60.8,58,4816,6.48,6.45,3.93
0.39,Ideal,G,SI1,60.7,57,665,4.69,4.8,2.88
0.77,Premium,G,SI2,61.9,59,2391,5.88,5.84,3.63
0.24,Ideal,H,VVS2,62.5,54,442,3.95,3.98,2.48
1.53,Premium,J,IF,61.1,58,9424,7.41,7.45,4.54
1.28,Ideal,H,VVS1,61.7,55,8759,6.97,7.01,4.31
1.02,Very Good,E,SI2,63,57,4398,6.39,6.44,4.04
0.64,Good,F,I1,57.3,64,1140,5.75,5.69,3.28
0.55,Very Good,I,VS2,61,57,1224,5.31,5.32,3.24
0.7,Good,E,VS2,61.5,61,2473,5.64,5.74,3.5
0.4,Premium,G,VS1,61.3,60,1125,4.71,4.66,2.87
1,Good,H,VS2,56.9,63,5208,6.6,6.57,3.75
1.54,Very Good,I,SI2,60.1,61,7589,7.41,7.46,4.47
0.8,Premium,F,SI2,61.4,58,2447,5.95,5.93,3.65
0.7,Premium,H,I1,60,59,1621,5.8,5.77,3.47
1.02,Fair,D,SI1,70.6,57,4398,6.08,6.01,4.27
0.3,Very Good,G,VS1,62.9,57,605,4.28,4.31,2.7
0.33,Ideal,D,VS1,61,56,978,4.49,4.52,2.75
1.01,Premium,E,SI1,62.4,58,4399,6.37,6.42,3.99
1.01,Good,E,SI1,64.1,59,4399,6.31,6.35,4.06
1.01,Good,E,SI1,64.1,62,4399,6.19,6.26,3.99
0.72,Ideal,F,SI1,62,55,2737,5.76,5.78,3.58
0.4,Premium,F,VS1,62.5,59,1050,4.69,4.66,2.92
1.25,Premium,G,VS1,61.8,58,9009,6.91,6.94,4.28
0.9,Very Good,G,VS2,63.8,58,4400,6.08,6.12,3.89
0.3,Ideal,F,VVS2,62.2,55,684,4.29,4.33,2.68
2.3,Ideal,J,VS2,62.4,56,16062,8.44,8.49,5.28
0.4,Very Good,D,SI1,63,57,720,4.66,4.7,2.95
0.32,Ideal,F,VS2,60.3,55,828,4.45,4.4,2.67
0.4,Good,E,SI1,63.8,56,687,4.7,4.74,3.01
0.31,Premium,G,VS1,61.2,60,625,4.3,4.33,2.64
1.03,Ideal,G,VVS1,61.5,57,9691,6.47,6.52,3.99
0.31,Ideal,F,VS2,61.6,56,583,4.35,4.39,2.69
0.5,Good,G,VS2,57.9,61,1415,5.23,5.2,3.02
0.31,Very Good,F,VS2,63,57,583,4.27,4.33,2.71
0.72,Very Good,I,SI1,63.2,57,2345,5.71,5.75,3.62
0.5,Good,D,SI1,63.5,57,1169,5.05,5.09,3.22
0.41,Ideal,G,VS1,61.6,57,961,4.77,4.74,2.93
0.31,Very Good,F,VS2,58.3,61,583,4.44,4.48,2.6
0.35,Premium,E,VS2,61.9,61,919,4.54,4.5,2.8
0.35,Ideal,F,SI1,62.5,54,583,4.5,4.52,2.82
1.18,Ideal,I,VS1,62.6,55,6661,6.79,6.73,4.24
1.5,Premium,E,SI1,61.3,59,10819,7.39,7.25,4.49
0.3,Ideal,F,VS2,62.5,53.3,601,4.28,4.31,2.69
0.54,Ideal,E,VS1,62,56,2041,5.25,5.17,3.23
1.55,Premium,H,VS2,60.4,60,11149,7.44,7.39,4.48
1.67,Very Good,G,VVS2,61.6,57,17028,7.61,7.69,4.71
1.05,Premium,E,SI1,61.2,58,5433,6.57,6.53,4.01
0.5,Very Good,E,SI1,61.5,62,1316,5.06,5.09,3.12
2.28,Premium,I,SI1,61.6,58,17673,8.43,8.46,5.2
0.3,Ideal,D,SI1,61.6,57,552,4.28,4.32,2.65
0.27,Ideal,H,VS1,61.6,56,480,4.16,4.19,2.57
1.19,Premium,I,VS1,59.9,61,5747,6.91,6.85,4.12
0.5,Premium,D,VS2,59.7,57,1819,5.13,5.08,3.05
1.75,Ideal,J,SI1,63.3,59,8840,7.63,7.57,4.81
1.04,Ideal,D,SI1,61.7,57,5952,6.55,6.51,4.03
0.73,Ideal,H,SI1,62.9,58,2377,5.72,5.75,3.61
0.34,Ideal,H,VS1,62.4,55,615,4.48,4.5,2.8
1,Ideal,D,SI1,60.2,57,4774,6.48,6.54,3.92
1.5,Good,I,SI2,58.5,60,6731,7.41,7.5,4.36
0.72,Very Good,E,SI2,59.8,58,2345,5.84,5.86,3.5
0.31,Ideal,E,VVS1,62.1,55,853,4.34,4.36,2.7
1.18,Premium,I,SI1,60.5,59,4956,6.9,6.82,4.15
0.31,Ideal,F,VVS1,60.4,59,779,4.35,4.43,2.65
1.07,Premium,G,SI2,62.9,59,4401,6.58,6.51,4.12
0.9,Good,G,VS1,63.9,60,4401,6.14,6.09,3.91
1.5,Fair,H,VVS2,65.8,57,7476,7.19,7.15,4.72
1.15,Ideal,E,SI1,60.2,57,6517,6.8,6.77,4.09
1.1,Premium,F,SI1,59.5,59,5821,6.77,6.7,4.01
0.42,Premium,D,SI1,61.1,60,810,4.79,4.83,2.94
0.35,Ideal,H,VVS2,59.2,56,706,4.6,4.65,2.74
1.65,Ideal,I,VS2,61.5,57,12495,7.59,7.65,4.69
0.31,Very Good,J,SI1,63.5,55,465,4.33,4.3,2.74
0.46,Good,G,VS1,59.5,61.4,1179,4.95,5,2.96
1.02,Very Good,E,SI2,60.7,62,4404,6.44,6.47,3.92
0.55,Good,J,VS1,63.8,61,969,5.09,5.12,3.26
1.51,Premium,G,SI2,62.8,56,8794,7.3,7.22,4.56
1.21,Very Good,I,SI1,63.3,60,4404,6.76,6.69,4.26
0.31,Ideal,G,IF,61,56,891,4.38,4.41,2.68
1.15,Premium,I,SI1,62.5,60,4939,6.72,6.68,4.19
1.51,Very Good,E,SI2,63.4,59,9513,7.26,7.19,4.58
1.08,Premium,D,SI1,62.6,56,5758,6.62,6.57,4.13
1,Good,H,SI1,61.6,61,4405,6.29,6.35,3.89
0.38,Ideal,F,SI1,62.2,54,660,4.64,4.66,2.89
1.71,Ideal,G,SI1,62.1,56,13196,7.65,7.61,4.74
0.44,Ideal,D,VS1,61.1,56,1294,4.95,4.91,3.01
0.23,Very Good,E,VVS1,63.5,54,530,3.92,3.95,2.5
0.36,Premium,F,VS2,61.4,58,726,4.56,4.6,2.81
0.34,Ideal,E,VVS1,62.2,56,1084,4.49,4.45,2.78
1.03,Very Good,H,SI1,63.4,62,4406,6.46,6.27,4.05
0.3,Premium,D,VS2,60.9,58,710,4.32,4.35,2.64
2.01,Premium,H,VS2,60.1,61,17068,8.14,8.06,4.87
0.52,Ideal,G,VVS2,61.3,56,1897,5.18,5.2,3.18
0.29,Very Good,E,VS1,61.4,61,481,4.22,4.25,2.6
1.2,Very Good,J,SI1,61.2,55,5142,6.84,6.88,4.2
0.42,Ideal,D,SI1,62.1,54,761,4.84,4.86,3.01
1.5,Very Good,D,SI1,62.8,58,12342,7.28,7.31,4.58
0.46,Ideal,G,IF,60.9,57,1560,4.98,5.01,3.04
0.54,Ideal,H,VVS1,61.7,57,1944,5.24,5.23,3.23
1.25,Premium,J,SI2,62.3,59,4410,6.86,6.82,4.26
0.3,Ideal,H,VVS2,61.7,54,605,4.31,4.34,2.67
1.52,Premium,J,VS1,61.2,59,8366,7.39,7.36,4.51
0.43,Very Good,G,VS2,61,56,844,4.87,4.89,2.98
0.9,Very Good,E,VS2,63,58,4707,6.13,6.16,3.87
1.01,Premium,H,VS2,62.3,58,4412,6.45,6.36,3.99
0.94,Premium,D,SI1,58.4,58,4817,6.51,6.41,3.77
1.46,Premium,J,SI2,60.1,58,6387,7.43,7.34,4.44
1.01,Premium,F,VS1,61.2,59,7982,6.48,6.42,3.95
0.3,Premium,F,SI1,62.1,61,641,4.29,4.25,2.65
1.06,Very Good,J,VS2,62.6,59,4413,6.49,6.57,4.09
0.38,Ideal,G,VS1,62.5,56,998,4.64,4.58,2.88
1.07,Very Good,H,SI2,62.8,57,4413,6.5,6.58,4.11
0.33,Ideal,H,SI1,63,56,594,4.42,4.41,2.78
1.01,Ideal,I,SI1,62.5,56,4413,6.4,6.44,4.01
1.01,Good,E,SI2,56.7,61,4413,6.68,6.7,3.79
0.23,Good,F,VVS2,62.3,61,425,3.93,3.94,2.45
1.32,Ideal,J,VS1,62.5,57,5808,7,7.04,4.39
0.32,Very Good,I,VS1,62.4,56,505,4.31,4.37,2.71
1.02,Good,E,SI2,64.2,59,4414,6.26,6.2,4
0.7,Good,E,SI2,63.6,65,2032,5.67,5.55,3.57
0.31,Ideal,D,SI1,62.2,55,732,4.37,4.34,2.71
1.01,Good,E,VVS2,63.3,55,8976,6.36,6.41,4.04
0.44,Very Good,G,SI1,61.6,61,772,4.83,4.88,2.99
1.03,Very Good,F,SI2,62,58,4414,6.43,6.51,4.01
0.53,Ideal,D,SI2,60.4,57,1412,5.3,5.26,3.19
0.5,Ideal,H,VVS2,60.4,55,1608,5.16,5.2,3.13
0.42,Very Good,G,VS2,62.6,57,847,4.76,4.8,2.99
1.01,Very Good,F,SI2,60,59,4416,6.48,6.61,3.93
0.3,Ideal,I,SI1,61.3,56,506,4.33,4.32,2.65
1.5,Premium,F,VS2,61.5,58,14586,7.32,7.34,4.51
1.24,Ideal,J,VS2,62.3,56,5443,6.84,6.91,4.28
1.2,Ideal,H,VS2,62.8,57,7072,6.75,6.79,4.25
0.52,Ideal,G,VS1,61.3,56,1694,5.2,5.17,3.18
0.38,Ideal,F,VVS1,61.9,54,1257,4.7,4.67,2.9
0.7,Good,E,SI1,61.9,58,2239,5.63,5.67,3.5
1.71,Good,F,SI2,63.7,54,6971,7.6,7.49,4.81
0.5,Fair,G,VS2,65.7,57,1031,4.97,4.9,3.24
0.56,Very Good,E,SI2,63.5,57,1259,5.24,5.21,3.32
0.58,Very Good,E,VS1,62.9,54,2082,5.31,5.34,3.35
0.56,Premium,G,VS1,62.4,58,1915,5.3,5.22,3.28
0.73,Ideal,I,VS1,62.1,55.8,2302,5.77,5.81,3.6
0.31,Premium,D,SI2,60.1,60,462,4.38,4.41,2.64
0.83,Ideal,F,VS2,62.3,56,4417,5.99,6.02,3.74
0.3,Premium,F,SI2,61.7,62,506,4.27,4.25,2.63
2.18,Very Good,J,SI1,62.9,59,13812,8.21,8.25,5.18
1.13,Ideal,G,VVS1,59.6,57,9872,6.89,6.81,4.08
2.01,Ideal,H,SI1,61.9,60,17892,8.09,8.07,5
0.3,Ideal,F,IF,61.6,58,886,4.28,4.32,2.65
0.9,Very Good,E,VS2,62.8,57,4419,6.13,6.16,3.86
1.19,Very Good,I,VS1,59.9,61,5644,6.85,6.91,4.12
1.2,Premium,G,VS1,62.9,59,5975,6.75,6.69,4.23
0.3,Good,H,SI1,63.4,58,421,4.21,4.24,2.68
1.07,Ideal,G,SI2,62.4,57,4419,6.56,6.58,4.1
1.24,Premium,H,SI2,62.1,58,4854,6.92,6.88,4.28
0.51,Premium,E,VS2,61.9,59,1656,5.06,5.11,3.15
0.54,Premium,F,SI1,63,57,1349,5.23,5.18,3.28
0.41,Premium,F,VVS2,60.3,58,1192,4.83,4.79,2.9
1.1,Very Good,H,SI2,62.9,58,4422,6.53,6.56,4.12
1,Very Good,G,VS2,63,58,5940,6.33,6.4,4.01
1.21,Premium,H,SI1,60.2,58,6640,6.93,6.88,4.16
1.54,Premium,F,SI2,62.8,57,7494,7.36,7.28,4.6
1.04,Ideal,I,SI1,61.4,55,4423,6.5,6.59,4.02
0.52,Ideal,F,VS2,61.8,55.4,1620,5.13,5.17,3.18
1.51,Ideal,H,VS2,62.2,57,11435,7.29,7.33,4.55
0.54,Premium,D,SI1,60.2,62,1720,5.31,5.25,3.18
0.42,Ideal,F,VS2,62,55,872,4.79,4.82,2.98
1.35,Ideal,F,SI2,62.9,56,5761,7.05,7.03,4.43
0.71,Fair,D,VS2,55.6,73,2368,6.01,5.96,3.33
0.52,Ideal,D,SI1,62.4,56,1720,5.17,5.12,3.21
0.33,Premium,G,VS1,61.8,59,666,4.39,4.45,2.73
0.9,Premium,G,VS2,60,59,4424,6.3,6.23,3.76
0.5,Premium,D,SI1,62.1,58,1654,5.1,5.07,3.16
0.34,Ideal,F,VS1,62.2,56,745,4.44,4.47,2.77
1.02,Very Good,E,VVS1,60.2,60,10641,6.39,6.54,3.89
1.5,Premium,E,SI2,61.5,59,8064,7.3,7.23,4.47
0.7,Very Good,I,VS1,61.4,57,2405,5.71,5.74,3.52
1.04,Ideal,F,SI1,62.1,56,4426,6.54,6.47,4.04
0.71,Ideal,F,SI1,60.9,55,2669,5.74,5.88,3.54
1.66,Premium,J,VVS2,62.6,59,10062,7.58,7.54,4.73
0.95,Premium,G,SI1,58,62,4426,6.47,6.42,3.74
1.23,Premium,G,SI2,62.8,59,4426,6.76,6.72,4.23
0.3,Very Good,D,VS1,63.5,55,697,4.24,4.29,2.71
0.4,Premium,F,VS2,61.6,58,842,4.75,4.8,2.94
0.29,Very Good,G,VS1,62.1,59,426,4.22,4.25,2.63
0.42,Ideal,I,VS2,61,54,807,4.84,4.87,2.96
1,Ideal,D,SI2,62.3,56,4427,6.39,6.33,3.96
1,Premium,G,SI1,60.2,59,4427,6.5,6.39,3.88
1,Good,D,SI2,58.1,65,4427,6.54,6.48,3.78
0.3,Premium,D,SI1,62.3,58,709,4.32,4.28,2.68
0.52,Good,G,SI1,63.6,56,1244,5.07,5.09,3.23
1.28,Ideal,G,I1,61.6,57,4428,6.93,6.96,4.28
0.9,Ideal,H,VS1,62.2,58,4428,6.14,6.17,3.83
0.3,Very Good,D,VS2,62.8,57,710,4.29,4.31,2.7
0.23,Very Good,D,VS1,62.4,56,468,3.93,3.98,2.46
0.32,Ideal,E,VVS2,62,55,1080,4.4,4.38,2.72
0.3,Ideal,E,VVS2,61.4,55,949,4.33,4.36,2.67
0.31,Good,F,VS2,64.2,59,744,4.3,4.23,2.74
0.38,Ideal,H,VS2,62.2,57,741,4.61,4.66,2.89
0.81,Ideal,F,SI2,62.9,57,2726,5.97,5.93,3.74
0.47,Ideal,H,SI2,62.4,53,782,4.98,5.02,3.12
1.13,Premium,I,VS2,60.2,61,4430,6.74,6.71,4.05
0.9,Very Good,H,VVS2,60.3,61,4432,6.22,6.25,3.76
0.9,Good,F,VS2,63.3,57,4432,6.11,6.15,3.88
0.9,Premium,H,VVS2,62,58,4432,6.13,6.16,3.81
0.27,Ideal,E,VVS2,62.5,57,622,4.1,4.13,2.57
1.58,Premium,I,VS1,61.1,59,10428,7.44,7.52,4.57
0.51,Premium,D,VS2,60.5,60,1882,5.19,5.16,3.13
0.35,Ideal,F,SI1,61.5,54,552,4.54,4.6,2.81
2.1,Good,I,SI2,62.9,64,11818,8.15,8.1,5.11
0.32,Premium,H,VS2,59.5,58,505,4.47,4.5,2.67
0.52,Ideal,F,VS2,62.5,56,1629,5.12,5.16,3.21
1.01,Ideal,E,SI2,62.8,57,4434,6.38,6.35,4
0.58,Ideal,I,SI2,61.3,56,1158,5.38,5.45,3.32
0.51,Premium,G,VS2,62.2,57,1546,5.15,5.1,3.19
1.1,Ideal,F,VS2,62.2,57,7658,6.62,6.59,4.11
0.42,Ideal,G,VS1,61,56,1055,4.86,4.82,2.95
1.09,Ideal,H,SI1,62.4,55,4784,6.59,6.68,4.14
0.7,Premium,J,SI1,61.3,59,1735,5.73,5.75,3.52
0.25,Ideal,E,VVS2,61.1,56,633,4.08,4.11,2.5
0.3,Premium,G,VVS1,60.5,59,789,4.33,4.36,2.63
1,Premium,F,VVS2,61.3,55,8602,6.44,6.41,3.94
1.04,Very Good,H,SI2,62.9,57,4435,6.39,6.45,4.04
0.59,Ideal,E,SI1,62,57,1607,5.36,5.39,3.33
0.72,Ideal,E,SI2,61.9,55,2398,5.76,5.78,3.57
0.58,Very Good,H,SI1,62.4,55,1262,5.32,5.36,3.33
0.31,Very Good,E,VVS1,60.3,57,752,4.41,4.44,2.67
1,Very Good,D,SI1,62.8,58,5005,6.35,6.39,4
0.7,Fair,H,SI1,66,56,1840,5.5,5.53,3.64
1.4,Very Good,F,VS2,60,58,10790,7.24,7.29,4.36
0.33,Premium,D,SI2,61.6,59,492,4.41,4.42,2.72
0.73,Very Good,G,SI1,59.8,61,2330,5.83,5.85,3.49
1.74,Ideal,I,SI2,61.6,57,8896,7.67,7.74,4.75
1.16,Premium,H,SI2,60.2,59,4872,6.84,6.78,4.1
0.3,Ideal,G,VS1,59.9,56,776,4.41,4.37,2.63
0.32,Premium,H,VS2,59.5,58,648,4.5,4.47,2.67
1.41,Premium,D,VVS2,60.8,57,17216,7.28,7.23,4.41
0.3,Ideal,G,VS1,61.8,55,605,4.31,4.33,2.67
1.11,Premium,E,VS2,62.2,58,7619,6.61,6.64,4.12
0.3,Ideal,I,VS1,62.2,56,518,4.27,4.31,2.67
1.71,Fair,F,SI2,64.9,57,8714,7.51,7.41,4.84
0.32,Ideal,H,VVS1,61.9,55,730,4.37,4.38,2.71
0.42,Ideal,G,IF,62,57,1310,4.82,4.8,2.98
0.7,Very Good,G,VS2,63.3,57,2538,5.62,5.66,3.57
0.55,Very Good,H,VS1,61,56,1643,5.26,5.3,3.22
1.02,Premium,H,VS2,62.5,60,5217,6.38,6.43,4
0.37,Very Good,G,VS1,61.5,58,746,4.57,4.6,2.82
0.61,Good,H,VVS2,58.7,64,1976,5.53,5.5,3.24
0.52,Premium,D,VS2,61.2,58,1822,5.16,5.2,3.17
0.9,Ideal,E,SI1,59.1,59,4439,6.31,6.37,3.75
0.35,Good,H,VS2,63.7,57,709,4.53,4.48,2.87
1.07,Premium,H,SI1,62.9,61,4440,6.47,6.41,4.05
0.51,Ideal,G,VVS2,61.6,56,1827,5.12,5.14,3.16
0.7,Fair,F,VS1,67.8,60,2381,5.5,5.39,3.69
0.3,Premium,I,VS1,61.7,59,608,4.3,4.26,2.64
0.51,Ideal,F,VS2,62.9,55,1687,5.12,5.08,3.21
0.32,Premium,J,SI1,61.6,58,480,4.4,4.36,2.7
0.34,Ideal,F,VS2,62.9,55,880,4.48,4.46,2.81
1.03,Fair,D,SI1,65.5,58,4441,6.18,6.13,4.03
0.51,Premium,G,VS2,61.3,59,1443,5.17,5.11,3.15
0.58,Very Good,E,SI1,61.5,58,1424,5.31,5.36,3.28
2.06,Ideal,I,SI2,61.4,57,10728,8.22,8.18,5.03
0.43,Ideal,F,VVS2,61.9,56,1169,4.82,4.84,2.99
0.53,Ideal,G,VS2,61.6,57,1769,5.15,5.2,3.19
2,Premium,E,SI2,58.1,60,15984,8.32,8.25,4.81
0.27,Very Good,H,VVS2,62.5,55,504,4.12,4.16,2.59
1.5,Very Good,G,VS1,60.2,58,13596,7.38,7.41,4.45
1.01,Premium,E,SI1,62.8,59,5515,6.45,6.41,4.04
0.32,Good,G,VS1,63.2,55,645,4.37,4.39,2.77
1.03,Premium,E,VS2,60,59,6460,6.6,6.54,3.94
1.02,Good,E,SI1,63.1,57,4443,6.37,6.43,4.04
0.3,Premium,D,VS2,62.9,59,911,4.27,4.22,2.67
0.36,Ideal,I,VS2,61.8,55,523,4.6,4.63,2.85
0.4,Ideal,F,SI1,62,57,694,4.72,4.76,2.94
0.35,Ideal,D,VS2,61.8,55,829,4.53,4.56,2.81
0.8,Good,E,VS1,60.2,54,4444,6.04,6.01,3.63
1.09,Premium,E,SI2,59.4,60,4444,6.81,6.7,4.01
0.57,Ideal,F,VS2,60.8,57,1869,5.34,5.37,3.25
1.01,Very Good,E,SI2,62,60,4445,6.36,6.41,3.96
0.43,Ideal,F,SI1,61.3,56,739,4.86,4.9,2.99
0.56,Ideal,I,VS1,60.5,55,1406,5.33,5.39,3.24
0.3,Very Good,H,VS2,62.6,58,473,4.22,4.28,2.66
0.3,Ideal,H,VVS2,61.3,57,605,4.31,4.33,2.65
0.41,Ideal,F,VS2,61.7,54,809,4.79,4.81,2.96
0.48,Ideal,F,VS1,60.8,56.3,1404,5.1,5.08,3.1
0.31,Very Good,G,VVS1,58.8,59,778,4.44,4.47,2.62
0.42,Ideal,H,VS2,62.1,54,760,4.82,4.84,3
0.41,Ideal,E,VS2,62.2,56,1087,4.8,4.75,2.97
1.56,Premium,D,SI2,61.1,56,8858,7.54,7.45,4.58
1.03,Very Good,F,SI2,62.2,56,4449,6.51,6.48,4.04
2.09,Ideal,H,SI2,62,59,15589,8.15,8.2,5.07
1.02,Premium,G,SI1,62.6,59,4449,6.43,6.38,4.01
0.31,Good,G,VVS1,57.5,62,849,4.47,4.54,2.59
1.51,Ideal,I,VS2,61.6,57,9352,7.34,7.28,4.5
1.04,Very Good,J,VS2,59.5,59,4451,6.59,6.66,3.94
0.71,Ideal,H,VS1,62.4,56,2559,5.66,5.71,3.55
0.85,Premium,F,VVS2,61.2,60,4451,6.13,6.1,3.74
0.93,Good,G,SI1,63.8,58,4452,6.09,6.14,3.9
1.02,Premium,H,VS1,62.1,59,5469,6.38,6.43,3.98
0.58,Premium,F,VS2,62.4,55,1869,5.38,5.36,3.35
0.4,Very Good,J,VS1,63,58,631,4.66,4.7,2.95
0.82,Premium,G,SI2,60.7,61,2512,6.01,5.98,3.64
0.71,Ideal,E,SI2,58.7,57,2340,5.89,5.86,3.44
1,Ideal,F,SI2,61.3,56,4452,6.46,6.43,3.95
1.64,Ideal,I,VS1,62.1,55,12089,7.57,7.59,4.71
0.3,Premium,F,VS2,61.5,60,605,4.26,4.29,2.63
1.53,Very Good,G,VS2,61.6,57,13248,7.3,7.4,4.53
1,Premium,F,SI2,61.1,61,4452,6.38,6.35,3.89
1.34,Premium,E,IF,61.8,58,17663,7.15,7.08,4.4
0.31,Very Good,G,VS2,63.5,58,698,4.29,4.22,2.7
1.01,Very Good,F,VS2,62,59,6159,6.38,6.42,3.97
0.31,Ideal,H,IF,62,56,772,4.36,4.39,2.71
0.51,Very Good,E,VVS2,61.3,55,2320,5.14,5.16,3.16
0.71,Ideal,F,VVS1,62,56,4454,5.72,5.77,3.56
0.41,Ideal,G,SI2,61.7,55,664,4.78,4.81,2.96
0.3,Ideal,E,VVS2,61.6,56,766,4.32,4.35,2.67
0.31,Very Good,H,VVS2,63.4,56,802,4.32,4.29,2.73
1.5,Good,E,SI1,64.2,55,12870,7.22,7.17,4.62
1.2,Very Good,I,SI2,61.9,59,4455,6.77,6.84,4.21
1.03,Premium,D,VS2,62.9,59,7718,6.43,6.38,4.03
1.5,Good,J,SI2,60.9,62,6746,7.3,7.32,4.45
0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16
1.19,Premium,H,SI1,61.3,58,6078,6.82,6.78,4.17
1.8,Ideal,F,SI1,61.9,56,14814,7.78,7.87,4.84
0.9,Premium,G,SI1,62.6,57,4455,6.16,6.11,3.84
1.3,Premium,G,SI2,63,59,4455,6.97,6.9,4.37
0.33,Ideal,G,VVS1,61.4,55,820,4.46,4.48,2.74
2.02,Very Good,H,SI2,59.9,55,15851,8.17,8.28,4.93
0.42,Premium,F,VS2,61.9,58,945,4.8,4.76,2.96
0.33,Ideal,D,VS1,61,56,839,4.45,4.47,2.72
0.52,Good,F,SI2,58.7,64,1350,5.24,5.26,3.08
1.26,Ideal,G,VVS1,61.7,56,11218,6.96,6.98,4.3
0.3,Ideal,G,VVS1,61.3,56,1013,4.34,4.3,2.65
1,Fair,G,VS1,64.9,65,4455,6.31,6.18,4.05
1.02,Ideal,I,SI1,61.3,56,4455,6.52,6.47,3.98
0.35,Good,E,SI2,64,55,454,4.45,4.49,2.86
1.2,Premium,F,SI1,61,62,6774,6.96,6.81,4.2
0.4,Premium,E,SI1,62.6,59,945,4.71,4.68,2.94
1.09,Premium,G,SI2,59,58,4456,6.78,6.72,3.98
1.3,Very Good,F,SI2,61.1,58,6149,6.98,7.02,4.28
0.35,Ideal,E,SI2,61.7,56,630,4.55,4.53,2.8
0.69,Ideal,G,SI2,62.7,54,1711,5.71,5.64,3.56
